index,text,score,fold,entropy
3141,"the plot of the comeback curlers isn't very interesting actually , but what i like about men with brooms and what is kind of special is how the film knows what's unique and quirky about canadians . ",1,0,0.563765393262247
3142,10 minutes into the film you'll be white-knuckled and unable to look away . ,1,0,0.6931215664510585
3144,could this be the first major studio production shot on video tape instead of film ? ,1,0,0.6758472869117932
3145,not since ghostbusters has a film used manhattan's architecture in such a gloriously goofy way . ,1,0,0.6921723071774524
3146,as tricky and satisfying as any of david mamet's airless cinematic shell games . ,1,0,0.6878310854288588
3147,the universal theme of becoming a better person through love has never been filmed more irresistibly than in 'baran . ',1,0,0.5382162714131894
3148,cube's charisma and chemistry compensate for corniness and cliche . ,1,0,0.6081068388374842
3149,"with lesser talents , high crimes would be entertaining , but forgettable . with freeman and judd , i'll at least remember their characters . ",1,0,0.691330953213512
3150,"as a director , paxton is surprisingly brilliant , deftly sewing together what could have been a confusing and horrifying vision into an intense and engrossing head-trip . ",1,0,0.686445224532372
3151,"the film is filled with humorous observations about the general absurdity of modern life as seen through the eyes outsiders , but deftly manages to avoid many of the condescending stereotypes that so often plague films dealing with the mentally ill . ",1,0,0.6895185437027529
3152,daughter from danang sticks with its subjects a little longer and tells a deeper story,1,0,0.6921541315715116
3155,"a distinguished and thoughtful film , marked by acute writing and a host of splendid performances . ",1,0,0.43562722227839124
3156,"barry convinces us he's a dangerous , secretly unhinged guy who could easily have killed a president because it made him feel powerful . ",1,0,0.6083124737246176
3157,"takes you by the face , strokes your cheeks and coos beseechingly at you : slow down , shake off your tensions and take this picture at its own breezy , distracted rhythms . ",1,0,0.6854908206567345
3158,"i don't feel the least bit ashamed in admitting that my enjoyment came at the expense of seeing justice served , even if it's a dish that's best served cold . ",1,0,0.693077868376389
3162,"because eight legged freaks is partly an homage to them , tarantula and other low- budget b-movie thrillers of the 1950s and '60s , the movie is a silly ( but not sophomoric ) romp through horror and hellish conditions . ",1,0,0.6230079911323829
3163,puts a refreshing and comical spin on the all-too-familiar saga of the contemporary single woman . ,1,0,0.6327702349028921
3164,if you grew up on scooby -- you'll love this movie . matthew lillard is born to play shaggy ! ,1,0,0.6724000891281373
3165,intimate and panoramic . ,1,0,0.6008336457786732
3166,"though filmed partly in canada , paid in full has clever ways of capturing inner-city life during the reagan years . ",1,0,0.582871553263259
3168,exciting documentary . ,1,0,0.5892305702982004
3170,the movie is a trove of delights . ,1,0,0.5949901287103978
3171,excellent performances from jacqueline bisset and martha plimpton grace this deeply touching melodrama . ,1,0,0.6814574334823661
3172,"in a summer of clones , harvard man is something rare and riveting : a wild ride that relies on more than special effects . ",1,0,0.622075996181815
3173,"while the humor is recognizably plympton , he has actually bothered to construct a real story this time . ",1,0,0.6814399755918641
3174,"jolting into charleston rhythms , the story has the sizzle of old news that has finally found the right vent ( accurate ? who cares ? ) . ",1,0,0.6914240526295987
3175,an overly melodramatic but somewhat insightful french coming-of-age film . . . ,1,0,0.44894166545249137
3176,"most thrillers send audiences out talking about specific scary scenes or startling moments ; "" frailty "" leaves us with the terrifying message that the real horror may be waiting for us at home . ",1,0,0.6624280018528145
3179,damon brings the proper conviction to his role as [jason bourne] . ,1,0,0.6865199581460033
3181,"as played by ryan gosling , danny is a frighteningly fascinating contradiction . ",1,0,0.6909344787329301
3183,"despite its flaws , crazy as hell marks an encouraging new direction for la salle . ",1,0,0.6919723639331798
3184,you'll end up moved . ,1,0,0.6920285321932502
3186,"the woodman seems to have directly influenced this girl-meets-girl love story , but even more reassuring is how its makers actually seem to understand what made allen's romantic comedies so pertinent and enduring . ",1,0,0.5841263449825329
3187,i loved the look of this film . ,1,0,0.6857714494722733
3188,"it's the kind of movie that , aside from robert altman , spike lee , the coen brothers and a few others , our moviemakers don't make often enough . ",1,0,0.6923100604554662
3189,those with a modicum of patience will find in these characters' foibles a timeless and unique perspective . ,1,0,0.689183107097959
3192,"the movie is our story as much as it is schmidt's , no matter if it's viewed as a self-reflection or cautionary tale . ",1,0,0.6912221451070172
3193,foster breathes life into a roll that could have otherwise been bland and run of the mill . ,1,0,0.6930991568127776
3194,quitting offers piercing domestic drama with spikes of sly humor . ,1,0,0.6888426085482959
3196,[barry] gives assassin a disquieting authority . ,1,0,0.693146654650572
3197,it's refreshing to see a romance this smart . ,1,0,0.6864978722294803
3198,at its best ( and it does have some very funny sequences ) looking for leonard reminds you just how comically subversive silence can be . ,1,0,0.6931467239661881
3199,"as improbable as this premise may seem , abbass's understated , shining performance offers us the sense that on some elemental level , lilia deeply wants to break free of her old life . ",1,0,0.6931169230833858
3201," "" the turntable is now outselling the electric guitar . . . "" ",1,0,0.6648380579668761
3202,transforms one of [shakespeare's] deepest tragedies into a smart new comedy . ,1,0,0.6509060508932685
3204,"it may sound like a mere disease-of- the-week tv movie , but a song for martin is made infinitely more wrenching by the performances of real-life spouses seldahl and wollter . ",1,0,0.6619252352573983
3205,sayles is making a statement about the inability of dreams and aspirations to carry forward into the next generation . ,1,0,0.5172510044401427
3206,"as antonia is assimilated into this newfangled community , the film settles in and becomes compulsively watchable in a guilty-pleasure , daytime-drama sort of fashion . ",1,0,0.6453567495466164
3210,"the tonal shifts are jolting , and though wen's messages are profound and thoughtfully delivered , more thorough transitions would have made the film more cohesive . ",1,0,0.6854606293305565
3211,"chicago pode até ser um filme divertido e cativante ( como é ) , mas acaba representando um passo que vai na direção contrária à evolução dos musicais . ",1,0,0.6054587185433093
3212,"as commander-in-chief of this film , bigelow demonstrates a breadth of vision and an attention to detail that propels her into the upper echelons of the directing world . ",1,0,0.6765516944200276
3213,"with wit and empathy to spare , waydowntown acknowledges the silent screams of workaday inertia but stops short of indulging its characters' striving solipsism . ",1,0,0.46676379898212184
3214,"all of it works smoothly under the direction of spielberg , who does a convincing impersonation here of a director enjoying himself immensely . ",1,0,0.67506176642227
3218,one of the best inside-show-biz yarns ever . ,1,0,0.6772039149701682
3220,a terrifically entertaining specimen of spielbergian sci-fi . ,1,0,0.6852738901322998
3222,solondz is so intent on hammering home his message that he forgets to make it entertaining . ,1,0,0.5785648097327252
3223,"whatever heartwarming scene the impressively discreet filmmakers may have expected to record with their mini dv , they show a remarkable ability to document both sides of this emotional car-wreck . ",1,0,0.6369587104536827
3224,"it establishes its ominous mood and tension swiftly , and if the suspense never rises to a higher level , it is nevertheless maintained throughout . ",1,0,0.5860461624714017
3225,"although what time offers tsai's usual style and themes , it has a more colorful , more playful tone than his other films . ",1,0,0.6914246701143729
3226,a moving and stark reminder that the casualties of war reach much further than we imagine . ,1,0,0.6865720169845766
3229, . . . a rich and intelligent film that uses its pulpy core conceit to probe questions of attraction and interdependence and how the heart accomodates practical needs . it is an unstinting look at a collaboration between damaged people that may or may not qual,1,0,0.6800235787536344
3230,"captures that perverse element of the kafkaesque where identity , overnight , is robbed and replaced with a persecuted "" other . "" ",1,0,0.6860734132282041
3231,"the actors are simply too good , and the story too intriguing , for technical flaws to get in the way . ",1,0,0.6650630796434178
3232,an estrogen opera so intensely feminine that it serves as the antidote ( and cannier doppelganger ) to diesel's xxx flex-a-thon . ,1,0,0.6780873715742288
3235,"a family film that contains some hefty thematic material on time , death , eternity , and what is needed to live a rich and full life . ",1,0,0.6931449276002382
3238,the film is darkly funny in its observation of just how much more grueling and time-consuming the illusion of work is than actual work . ,1,0,0.6529323678606807
3239,"a smart , compelling drama . ",1,0,0.6641626987601092
3241,"i found myself liking the film , though in this case one man's treasure could prove to be another man's garbage . ",1,0,0.5219650113150482
3242, . . . rogers's mouth never stops shut about the war between the sexes and how to win the battle . ,1,0,0.448409811924698
3243,deliberately and skillfully uses ambiguity to suggest possibilities which imbue the theme with added depth and resonance . ,1,0,0.5205769461687354
3244,"it's all entertaining enough , but don't look for any hefty anti-establishment message in what is essentially a whip-crack of a buddy movie that ends with a whimper . ",1,0,0.6784646493077606
3245,nicholson's understated performance is wonderful . as warren he stumbles in search of all the emotions and life experiences he's neglected over the years . ,1,0,0.6830050382599676
3249,i am more offended by his lack of faith in his audience than by anything on display here . ,1,0,0.4410055915376394
3250,a sharp satire of desperation and cinematic deception . ,1,0,0.6930887014993028
3251,tsai convincingly paints a specifically urban sense of disassociation here . ,1,0,0.63761945860391
3252,if you can swallow its absurdities and crudities lagaan really is enormously good fun . ,1,0,0.5673325519139597
3254,"a pleasing , often-funny comedy . ",1,0,0.6927753696278611
3255,[a] rare movie that makes us re-assess the basis for our lives and evaluate what is truly ours in a world of meaningless activity . ,1,0,0.6389794543246632
3259," . . . less a story than an inexplicable nightmare , right down to the population's shrugging acceptance to each new horror . ",1,0,0.5431661090732123
3262,"'estupendamente actuada , sumamente emotiva y profundamente humana , es una experiencia fílmica imposible de olvidar'",1,0,0.6920749633634271
3263,an original little film about one young woman's education . ,1,0,0.6764627364491191
3264,"the film is about the relationships rather than about the outcome . and it sees those relationships , including that between the son and his wife , and the wife and the father , and between the two brothers , with incredible subtlety and acumen . ",1,0,0.6827325760946872
3268,"amy and matthew have a bit of a phony relationship , but the film works in spite of it . ",1,0,0.604482751724375
3271,"a fascinating , unnerving examination of the delusions of one unstable man . ",1,0,0.66656389680824
3272,"good , solid storytelling . ",1,0,0.649286921073036
3273,it's no accident that the accidental spy is a solid action pic that returns the martial arts master to top form . ,1,0,0.683538116640559
3277,"makes the case for a strong education and good teachers being more valuable in the way they help increase an average student's self-esteem , and not strictly in the knowledge imparted . ",1,0,0.5634968591089091
3278,steers refreshingly clear of the usual cliches . ,1,0,0.6686373240423381
3280,"highly recommended viewing for its courage , ideas , technical proficiency and great acting . ",1,0,0.5962139632723562
3282,scott delivers a terrific performance in this fascinating portrait of a modern lothario . ,1,0,0.6829974981899236
3284,"combines sharp comedy , old-fashioned monster movie atmospherics , and genuine heart to create a film that's not merely about kicking undead * * * , but also about dealing with regret and , ultimately , finding redemption . ",1,0,0.6823058301546825
3285,"while most films these days are about nothing , this film seems to be about everything that's plaguing the human spirit in a relentlessly globalizing world . ",1,0,0.6720160422757049
3287,as lively an account as seinfeld is deadpan . ,1,0,0.510955465563286
3288,"though lan yu lacks a sense of dramatic urgency , the film makes up for it with a pleasing verisimilitude . ",1,0,0.5547819571161654
3289,"you may leave the theater with more questions than answers , but darned if your toes won't still be tapping . ",1,0,0.5641241131093505
3290,"take any 12-year-old boy to see this picture , and he'll be your slave for a year . ",1,0,0.6035053795062801
3292,"at times the guys taps into some powerful emotions , but this kind of material is more effective on stage . it's not a motion picture ; it's an utterly static picture . ",1,0,0.6792414108695506
3293,what makes it worth watching is quaid's performance . ,1,0,0.5438179967780207
3294,soderbergh skims the fat from the 1972 film . what's left is a rich stew of longing . ,1,0,0.6823746155299176
3296,"more of the same from taiwanese auteur tsai ming-liang , which is good news to anyone who's fallen under the sweet , melancholy spell of this unique director's previous films . ",1,0,0.6919234785936336
3297,"hatfield and hicks make the oddest of couples , and in this sense the movie becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie's political ramifications . ",1,0,0.6912148539961567
3299,"best of all is garcia , who perfectly portrays the desperation of a very insecure man . ",1,0,0.6919801711569378
3302,audacious-impossible yet compelling . . . ,1,0,0.4732767363860668
3303,"often overwrought and at times positively irritating , the film turns into an engrossing thriller almost in spite of itself . ",1,0,0.46024048065544343
3305,a poignant lyricism runs through balzac and the little chinese seamstress that transforms this story about love and culture into a cinematic poem . ,1,0,0.6930435680230498
3308,the moral shrapnel and mental shellshock will linger long after this film has ended . ,1,0,0.6454782905625077
3309,o Último suspeito ganha força ao também funcionar em uma esfera adicional : a do drama familiar . ,1,0,0.6927624069165365
3311,"the movie enters a realm where few non-porn films venture , and comes across as darkly funny , energetic , and surprisingly gentle . ",1,0,0.6897723452675599
3312,"although the subject matter may still be too close to recent national events , the film works - mostly due to its superior cast of characters . ",1,0,0.6181767299531464
3313,"it's not going to be everyone's bag of popcorn , but it definitely gives you something to chew on . ",1,0,0.6929999923512391
3316,a cautionary tale about the grandiosity of a college student who sees himself as impervious to a fall . ,1,0,0.6925935502688472
3318,"feardotcom's thrills are all cheap , but they mostly work . ",1,0,0.5242043399936617
3319,"[hayek] throws herself into this dream hispanic role with a teeth-clenching gusto , she strikes a potent chemistry with molina and she gradually makes us believe she is kahlo . ",1,0,0.6786845318752525
3320,"mr . deeds is , as comedy goes , very silly -- and in the best way . ",1,0,0.6182195129750143
3324,broomfield reveals an ironic manifestation of institutionalized slavery that ties a black-owned record label with a white-empowered police force . ,1,0,0.5514539024616992
3326,"stuart's poor-me persona needs a whole bunch of snowball's cynicism to cut through the sugar coating . but once the falcon arrives in the skies above manhattan , the adventure is on red alert . ",1,0,0.6498617288790434
3327,there is greatness here . ,1,0,0.676875011907355
3329,"director juan jose campanella could have turned this into an argentine retread of "" iris "" or "" american beauty , "" but instead pulls a little from each film and creates something more beautiful than either of those films . ",1,0,0.6184262097234882
3330,"if you love the music , and i do , its hard to imagine having more fun watching a documentary . . . ",1,0,0.5646254487262712
3332," "" 13 conversations about one thing "" is an intelligent flick that examines many different ideas from happiness to guilt in an intriguing bit of storytelling . ",1,0,0.5034215028718187
3334,"though an important political documentary , this does not really make the case the kissinger should be tried as a war criminal . ",1,0,0.6509548822622278
3335,"cannon's confidence and laid-back good spirits are , with the drumming routines , among the film's saving graces . ",1,0,0.5755479146781318
3338,"a fiercely clever and subtle film , capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries . ",1,0,0.3520664789483088
3339,"ok arthouse . the power of this script , and the performances that come with it , is that the whole damned thing didn't get our moral hackles up . ",1,0,0.6614841553654753
3340,"the movie itself is far from disappointing , offering an original take on courtroom movies , a few nifty twists that are so crucial to the genre and another first-rate performance by top-billed star bruce willis . ",1,0,0.6892768654402568
3342,"the charm of revolution os is rather the way it introduces you to new , fervently held ideas and fanciful thinkers . ",1,0,0.6699931467556303
3344,offers the flash of rock videos fused with solid performances and eerie atmosphere . ,1,0,0.4358571789029633
3346,for all its problems . . . the lady and the duke surprisingly manages never to grow boring . . . which proves that rohmer still has a sense of his audience . ,1,0,0.6568195618768233
3348,craig bartlett and director tuck tucker should be commended for illustrating the merits of fighting hard for something that really matters . ,1,0,0.6918145829927416
3350,this is one of the year's best films . ,1,0,0.4288115749750414
3351,a fleet-footed and pleasingly upbeat family diversion . ,1,0,0.6803570097160567
3352,"sorvino is delightful in the central role . she nearly glows with enthusiasm , sensuality and a conniving wit . ",1,0,0.683984353299539
3354,"the story , once it gets rolling , is nothing short of a great one . ",1,0,0.5471723701137288
3355,"great performances , stylish cinematography and a gritty feel help make gangster no . 1 a worthwhile moviegoing experience . ",1,0,0.46100343626263873
3357,"it's an ambitious film , and as with all ambitious films , it has some problems . but on the whole , you're gonna like this movie . ",1,0,0.6849362839704838
3358,chaiken ably balances real-time rhythms with propulsive incident . ,1,0,0.6619641920057081
3359,"this is an extraordinary film , not least because it is japanese and yet feels universal . ",1,0,0.5923942207666764
3360,"in a summer overrun with movies dominated by cgi aliens and super heroes , it revigorates the mind to see a feature that concentrates on people , a project in which the script and characters hold sway . ",1,0,0.692821144680638
3362,a funny and touching film that is gorgeously acted by a british cast to rival gosford park's . ,1,0,0.6476073579031325
3363,there's nothing more satisfying during a summer of event movies than a spy thriller like the bourne identity that's packed with just as much intelligence as action . ,1,0,0.5701071047160622
3364,i'm not generally a fan of vegetables but this batch is pretty cute . ,1,0,0.5826756050362716
3370,"for most of its footage , the new thriller proves that director m . night shyamalan can weave an eerie spell and that mel gibson can gasp , shudder and even tremble without losing his machismo . ",1,0,0.6928125669668899
3372,a very good film sits in the place where a masterpiece should be . ,1,0,0.6831433363398055
3374,"it's jagger's bone-dry , mournfully brittle delivery that gives the film its bittersweet bite . ",1,0,0.6156848644593739
3376,"despite the predictable parent vs . child coming-of-age theme , first-class , natural acting and a look at "" the real americans "" make this a charmer . ",1,0,0.6580153686192218
3377,"one of the smarter offerings the horror genre has produced in recent memory , even if it's far tamer than advertised . ",1,0,0.6894636953693016
3378,"one of recent memory's most thoughtful films about art , ethics , and the cost of moral compromise . ",1,0,0.6655834903376303
3379,"the film doesn't sustain its initial promise with a jarring , new-agey tone creeping into the second half",1,0,0.6244841484032058
3380,"blade ii is as estrogen-free as movies get , so you might want to leave your date behind for this one , or she's gonna make you feel like you owe her big-time . ",1,0,0.6050736338557532
3381,"the message is that even the most unlikely can link together to conquer all kinds of obstacles , whether they be of nature , of man or of one another . ",1,0,0.6696253158914426
3382,many a parent and their teen ( or preteen ) kid could bond while watching a walk to remember . so could young romantics out on a date . ,1,0,0.6455680219838795
3383,"all leather pants & augmented boobs , hawn is hilarious as she tries to resuscitate the fun-loving libertine lost somewhere inside the conservative , handbag-clutching sarandon . ",1,0,0.5112049222294066
3384,"the members manage to pronounce kok exactly as you think they might , thus giving the cast ample opportunity to use that term as often as possible . it's very beavis and butthead , yet always seems to elicit a chuckle . ",1,0,0.6916767278380833
3385,"while this gentle and affecting melodrama will have luvvies in raptures , it's far too slight and introspective to appeal to anything wider than a niche audience . ",1,0,0.6714154363393927
3388,"by and large this is mr . kilmer's movie , and it's his strongest performance since the doors . ",1,0,0.667898740893339
3390,a charming but slight comedy . ,1,0,0.6595031747225235
3393,playing a role of almost bergmanesque intensity . . . bisset is both convincing and radiant . ,1,0,0.45139063734956775
3394,"a smart , provocative drama that does the nearly impossible : it gets under the skin of a man we only know as an evil , monstrous lunatic . ",1,0,0.655484103328138
3397,"nair's cast is so large it's altman-esque , but she deftly spins the multiple stories in a vibrant and intoxicating fashion . ",1,0,0.6804468902020786
3398,the movie plays up the cartoon's more obvious strength of snazziness while neglecting its less conspicuous writing strength . ,1,0,0.4186160423628762
3400,"we've seen it all before in one form or another , but director hoffman , with great help from kevin kline , makes us care about this latest reincarnation of the world's greatest teacher . ",1,0,0.6855653509389671
3401,secretary is not a movie about fetishism . it is a movie about passion . ,1,0,0.6832438700626462
3402,"even though it's common knowledge that park and his founding partner , yong kang , lost kozmo in the end , you can't help but get caught up in the thrill of the company's astonishing growth . ",1,0,0.6736345308967204
3403,"although some viewers will not be able to stomach so much tongue-in-cheek weirdness , those who do will have found a cult favorite to enjoy for a lifetime . ",1,0,0.6720414572579111
3404,"what could have easily become a cold , calculated exercise in postmodern pastiche winds up a powerful and deeply moving example of melodramatic moviemaking . ",1,0,0.6498654389531437
3405,"a delightful surprise because despite all the backstage drama , this is a movie that tells stories that work -- is charming , is moving , is funny and looks professional . ",1,0,0.6276318370401732
3408,"it's all about anakin . . . and the lustrous polished visuals rich in color and creativity and , of course , special effect . ",1,0,0.5187108880155429
3409,lacks the inspiration of the original and has a bloated plot that stretches the running time about 10 minutes past a child's interest and an adult's patience . but it also has many of the things that made the first one charming . ,1,0,0.6422441629784414
3410,"it's funny , touching , dramatically forceful , and beautifully shot . ",1,0,0.6915757125372493
3411,its rawness and vitality give it considerable punch . ,1,0,0.5620135436265988
3412,a live-wire film that never loses its ability to shock and amaze . ,1,0,0.6471747415493984
3414,it's fairly solid--not to mention well edited so that it certainly doesn't feel like a film that strays past the two and a half mark . ,1,0,0.6893420348530463
3416,it's secondary to american psycho but still has claws enough to get inside you and stay there for a couple of hours . ,1,0,0.6771756289666893
3418,fudges fact and fancy with such confidence that we feel as if we're seeing something purer than the real thing . ,1,0,0.5380189859782853
3419,"this is unusual , food-for-thought cinema that's as entertaining as it is instructive . ",1,0,0.6212171055652562
3420,"with an expressive face reminiscent of gong li and a vivid personality like zhang ziyi's , dong stakes out the emotional heart of happy . ",1,0,0.6559230119426256
3421,"nohe's documentary about the event is sympathetic without being gullible : he isn't blind to the silliness , but also captures moments of spontaneous creativity and authentic co-operative interaction . ",1,0,0.6927718123732738
3422,"it may not be as cutting , as witty or as true as back in the glory days of weekend and two or three things i know about her , but who else engaged in filmmaking today is so cognizant of the cultural and moral issues involved in the process ? ",1,0,0.6924528770928261
3424,"although devoid of objectivity and full of nostalgic comments from the now middle-aged participants , dogtown and z-boys has a compelling story to tell . ",1,0,0.6467085653204698
3425,"it's got some pretentious eye-rolling moments and it didn't entirely grab me , but there's stuff here to like . ",1,0,0.3382864003354916
3428,"the enjoyable undercover brother , a zany mix of saturday night live-style parody , '70s blaxploitation films and goofball action comedy gone wild , dishes out a ton of laughs that everyone can enjoy . ",1,0,0.4055480052332459
3430,jackson is always watchable . ,1,0,0.5020372636296764
3431,"to the degree that ivans xtc . works , it's thanks to huston's revelatory performance . ",1,0,0.49317453953859336
3432,a wild ride of a movie that keeps throwing fastballs . ,1,0,0.666114821514194
3433,confessions is without a doubt a memorable directorial debut from king hunk . ,1,0,0.6837972785962192
3434,"weird , vulgar comedy that's definitely an acquired taste . ",1,0,0.620781035822729
3435,a . . . cynical and serious look at teenage boys doing what they do best - being teenagers . ,1,0,0.6909515813111231
3438,a dazzling dream of a documentary . ,1,0,0.6380617199775418
3439,a keep-'em-guessing plot and an affectionate take on its screwed-up characters . ,1,0,0.6335831863917949
3440,moving and vibrant . ,1,0,0.6893499627655331
3446,the difference between cho and most comics is that her confidence in her material is merited . ,1,0,0.6562216083325518
3452,what makes the movie special is its utter sincerity . ,1,0,0.59164787596762
3453,"fast and funny , an action cartoon that's suspenseful enough for older kids but not too scary for the school-age crowd . ",1,0,0.6582883299171713
3455,"the aaa of action , xxx is a blast of adrenalin , rated eee for excitement . and vin diesel is the man . ",1,0,0.6234378582945829
3456,"earnest , unsubtle and hollywood-predictable , green dragon is still a deeply moving effort to put a human face on the travail of thousands of vietnamese . ",1,0,0.5543605078545142
3458,"nair and writer laura cahill dare to build a movie around some flawed but rather unexceptional women , emerging with a fine character study that's short on plot but rich in the tiny revelations of real life . ",1,0,0.6769923192075689
3461,"vibrantly colored and beautifully designed , metropolis is a feast for the eyes . ",1,0,0.6851569023194639
3464,"is truth stranger than fiction ? in [screenwriter] charlie kaufman's world , truth and fiction are equally strange , and his for the taking . ",1,0,0.5361750695785921
3466,"a witty , low-key romantic comedy . ",1,0,0.6876924019761834
3467,more good than great but freeman and judd make it work . ,1,0,0.6268733327764675
3470,together writer-director danny verete's three tales comprise a powerful and reasonably fulfilling gestalt . ,1,0,0.5401890086387899
3472, . . . quite endearing . ,1,0,0.6907079498561506
3473,its almost too-spectacular coastal setting distracts slightly from an eccentric and good-naturedly aimless story . ,1,0,0.6056476723484123
3474,"in other words , it's just another sports drama/character study . yet this one makes up for in heart what it lacks in outright newness . plus , like i already mentioned . . . it's robert duvall ! c'mon ! ",1,0,0.47185232378659087
3475,this story of a determined woman's courage to find her husband in a war zone offers winning performances and some effecting moments . ,1,0,0.5692924672308234
3476,"like shrek , spirit's visual imagination reminds you of why animation is such a perfect medium for children , because of the way it allows the mind to enter and accept another world . ",1,0,0.5370196758676767
3479,"not everything in this ambitious comic escapade works , but coppola , along with his sister , sofia , is a real filmmaker . it must be in the genes . ",1,0,0.6906432143963228
3480,"the performers are so spot on , it is hard to conceive anyone else in their roles . ",1,0,0.6752697051576595
3484,the dragons are the real stars of reign of fire and you won't be disappointed . ,1,0,0.5259087065160318
3487,"colorful and deceptively buoyant until it suddenly pulls the rug out from under you , burkinabe filmmaker dani kouyate's reworking of a folk story whose roots go back to 7th-century oral traditions is also a pointed political allegory . ",1,0,0.6780973083776081
3488,"it's a powerful though flawed movie , guaranteed to put a lump in your throat while reaffirming washington as possibly the best actor working in movies today . ",1,0,0.6560894754111743
3490,"for 95 often hilarious minutes , [cho] riffs on the diciness of colonics , on straight versus gay personal ads , on how men would act if they had periods , and on the perils of a certain outré sexual practice . ",1,0,0.690568011573709
3491,most of the things that made the original men in black such a pleasure are still there . ,1,0,0.5482217237752403
3494,[westbrook] makes a wonderful subject for the camera . ,1,0,0.6911374788585917
3495,a film that's flawed and brilliant in equal measure . ,1,0,0.6711564512973187
3496,"even if invincible is not quite the career peak that the pianist is for roman polanski , it demonstrates that werner herzog can still leave us with a sense of wonder at the diverse , marvelously twisted shapes history has taken . ",1,0,0.5206096473521665
3497,"ultimately too repellent to fully endear itself to american art house audiences , but it is notable for its stylistic austerity and forcefulness . ",1,0,0.6397215020509722
3499,harmless fun . ,1,0,0.43675521985049154
3501,the film's only missteps come from the script's insistence on providing deep emotional motivation for each and every one of abagnale's antics . ,1,0,0.3984188683718969
3503,"the film belongs to the marvelous verdu , a sexy slip of an earth mother who mourns her tragedies in private and embraces life in public",1,0,0.43441939413294905
3504,"more intimate than spectacular , e . t . is carried less by wow factors than by its funny , moving yarn that holds up well after two decades . ",1,0,0.6891477674240728
3505,"for once , a movie does not proclaim the truth about two love-struck somebodies , but permits them time and space to convince us of that all on their own . ",1,0,0.609397595649147
3508,"it is an indelible epic american story about two families , one black and one white , facing change in both their inner and outer lives . ",1,0,0.6641396435873075
3509,"not as well-written as sexy beast , not as gloriously flippant as lock , stock and two smoking barrels , but stylish and moody and exceptionally well-acted . ",1,0,0.6363648698884551
3510,"quite simply , a joy to watch and--especially--to listen to . ",1,0,0.6815843686457813
3512,"the filmmakers wisely decided to let crocodile hunter steve irwin do what he does best , and fashion a story around him . ",1,0,0.6832743067962619
3513,a winning and wildly fascinating work . ,1,0,0.5989542237237011
3514,we do get the distinct impression that this franchise is drawing to a close . ,1,0,0.6433240354810663
3516,"the tone errs on the shrill side , tempered by a soft southern gentility that speaks of beauty , grace and a closet full of skeletons . ",1,0,0.6915687523084468
3518,"a meatier deeper beginning and/or ending would have easily tipped this film into the "" a "" range , as is , it's a very very strong "" b+ . "" i love the robust middle of this picture . ",1,0,0.6818922321569272
3519,"the power of shanghai ghetto , a documentary by dana janklowicz-mann and amir mann , rests in the voices of men and women , now in their 70s , who lived there in the 1940s . ",1,0,0.6917217837757922
3520,maintains your interest until the end and even leaves you with a few lingering animated thoughts . ,1,0,0.5485931453019807
3521,"there is a beautiful , aching sadness to it all . paul cox needed to show it . it is up to you to decide if you need to see it . ",1,0,0.5767592899902075
3522,"if divine secrets of the ya-ya sisterhood suffers from a ploddingly melodramatic structure , it comes to life in the performances . ",1,0,0.693118446634359
3523,"if you ignore the cliches and concentrate on city by the sea's interpersonal drama , it ain't half-bad . ",1,0,0.5622640295623542
3524,alternates between deadpan comedy and heartbreaking loneliness and isn't afraid to provoke introspection in both its characters and its audience . ,1,0,0.6918402887700859
3526,"reign of fire is hardly the most original fantasy film ever made -- beyond road warrior , it owes enormous debts to aliens and every previous dragon drama -- but that barely makes it any less entertaining . ",1,0,0.6930582514501858
3528,samuel beckett applied to the iranian voting process . ,1,0,0.69073704858969
3530,another trumpet blast that there may be a new mexican cinema a-bornin' . ,1,0,0.44111332340224174
3531,"' . . . the film's considered approach to its subject matter is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama . '",1,0,0.6066602966509962
3534,"as underwater ghost stories go , below casts its spooky net out into the atlantic ocean and spits it back , grizzled and charred , somewhere northwest of the bermuda triangle . ",1,0,0.6890330844256547
3536,"trapped won't score points for political correctness , but it may cause parents a few sleepless hours -- a sign of its effectiveness . ",1,0,0.4045854675823715
3537,"a rock-solid gangster movie with a fair amount of suspense , intriguing characters and bizarre bank robberies , plus a heavy dose of father-and-son dynamics . ",1,0,0.6926466593276769
3539,"as they used to say in the 1950s sci-fi movies , signs is a tribute to shyamalan's gifts , which are such that we'll keep watching the skies for his next project . ",1,0,0.6923569491419846
3543,"kids five and up will be delighted with the fast , funny , and even touching story . parents may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults . ",1,0,0.6322396307302394
3544,"an unsettling , memorable cinematic experience that does its predecessors proud . ",1,0,0.6577225070587105
3545,"maid in manhattan might not look so appealing on third or fourth viewing down the road . . . but as a high concept vehicle for two bright stars of the moment who can rise to fans' lofty expectations , the movie passes inspection . ",1,0,0.6801038724458031
3546,much of all about lily chou-chou is mesmerizing : some of its plaintiveness could make you weep . ,1,0,0.6680320786797282
