index,text,score,difficulty_score,difficulty_strategy,difficulty,fold,entropy,dataset,algorithm,dificulty
4819,"what ensues are much blood-splattering , mass drug-induced bowel evacuations , and none-too-funny commentary on the cultural distinctions between americans and brits .",-1,0.0134971141815185,roberta-mlm-loss,,0,0.6810430309304094,mr,bio-is,medium
4820,a dark comedy that goes for sick and demented humor simply to do so . the movie is without intent .,-1,0.008025667630136,roberta-mlm-loss,,0,0.6759588407809736,mr,bio-is,medium
4822,"while hollywood ending has its share of belly laughs ( including a knockout of a closing line ) , the movie winds up feeling like a great missed opportunity .",-1,0.0304758604615926,roberta-mlm-loss,,0,0.6857533382057204,mr,bio-is,medium
4823,"if the full monty was a freshman fluke , lucky break is [cattaneo] sophomore slump .",-1,0.0147723788395524,roberta-mlm-loss,,0,0.5641070816199625,mr,bio-is,medium
4824,"sandra bullock and hugh grant make a great team , but this predictable romantic comedy should get a pink slip .",-1,0.3133458197116852,roberta-mlm-loss,,0,0.6850881117655165,mr,bio-is,hard
4825,"allegiance to chekhov , which director michael cacoyannis displays with somber earnestness in the new adaptation of the cherry orchard , is a particularly vexing handicap .",-1,0.1918046772480011,roberta-mlm-loss,,0,0.6918616808338396,mr,bio-is,hard
4826,you expect more from director michael apted ( enigma ) and screenwriter nicholas kazan ( reversal of fortune ) than this cliche pileup .,-1,0.3571674227714538,roberta-mlm-loss,,0,0.6914811389177049,mr,bio-is,hard
4827,"the first mistake , i suspect , is casting shatner as a legendary professor and kunis as a brilliant college student--where's pauly shore as the rocket scientist ?",-1,0.3748041689395904,roberta-mlm-loss,,0,0.421908356685919,mr,bio-is,hard
4828,"the dramatic scenes are frequently unintentionally funny , and the action sequences -- clearly the main event -- are surprisingly uninvolving .",-1,0.0066140196286141,roberta-mlm-loss,,0,0.6772389768168072,mr,bio-is,medium
4829,"replacing john carpenter's stylish tracking shots is degraded , handheld blair witch video-cam footage . of all the halloween's , this is the most visually unappealing .",-1,0.5935022234916687,roberta-mlm-loss,,0,0.6750315347561533,mr,bio-is,hard
4830,it has the requisite faux-urban vibe and hotter-two-years-ago rap and r&b names and references .,-1,0.0763668194413185,roberta-mlm-loss,,0,0.6563614671682039,mr,bio-is,hard
4831,"despite its dry wit and compassion , the film suffers from a philosophical emptiness and maddeningly sedate pacing .",-1,0.0049618664197623,roberta-mlm-loss,,0,0.5790513397801489,mr,bio-is,medium
4832,". . . feels as if ( there's ) a choke leash around your neck so director nick cassavetes can give it a good , hard yank whenever he wants you to feel something .",-1,0.5992052555084229,roberta-mlm-loss,,0,0.6904507010514525,mr,bio-is,hard
4833,"attal pushes too hard to make this a comedy or serious drama . he seems to want both , but succeeds in making neither .",-1,0.0963401943445205,roberta-mlm-loss,,0,0.5516946875084062,mr,bio-is,hard
4834,i could have used my two hours better watching being john malkovich again .,-1,0.2430554628372192,roberta-mlm-loss,,0,0.6904317101287669,mr,bio-is,hard
4835,"it's not a bad plot ; but , unfortunately , the movie is nowhere near as refined as all the classic dramas it borrows from .",-1,0.007856304757297,roberta-mlm-loss,,0,0.6703721620598031,mr,bio-is,medium
4836,"flat , misguided comedy .",-1,0.1931249648332595,roberta-mlm-loss,,0,0.6164623519626589,mr,bio-is,hard
4837,"girlfriends are bad , wives are worse and babies are the kiss of death in this bitter italian comedy .",-1,0.0004524404357653,roberta-mlm-loss,,0,0.6632255563932017,mr,bio-is,easy
4838,the only young people who possibly will enjoy it are infants . . . who might be distracted by the movie's quick movements and sounds .,-1,0.0018626237288117,roberta-mlm-loss,,0,0.6775750984014912,mr,bio-is,easy
4839,"the film boasts at least a few good ideas and features some decent performances , but the result is disappointing .",-1,0.0013814738485962,roberta-mlm-loss,,0,0.6801254710179303,mr,bio-is,easy
4840,no such thing breaks no new ground and treads old turf like a hippopotamus ballerina .,-1,0.0021123543847352,roberta-mlm-loss,,0,0.6865575811315701,mr,bio-is,easy
4842,"a wishy-washy melodramatic movie that shows us plenty of sturm und drung , but explains its characters' decisions only unsatisfactorily .",-1,0.0013220875989645,roberta-mlm-loss,,0,0.4018571554519451,mr,bio-is,easy
4843,"bang ! zoom ! it's actually pretty funny , but in all the wrong places .",-1,0.0020612487569451,roberta-mlm-loss,,0,0.6017866049073957,mr,bio-is,easy
4844,lurid and less than lucid work .,-1,0.0077347513288259,roberta-mlm-loss,,0,0.6810585721930356,mr,bio-is,medium
4845,a wannabe comedy of manners about a brainy prep-school kid with a mrs . robinson complex founders on its own preciousness -- and squanders its beautiful women .,-1,0.3948002457618713,roberta-mlm-loss,,0,0.6816340157804972,mr,bio-is,hard
4846,"at a brief 42 minutes , we need more x and less blab .",-1,0.0073404950089752,roberta-mlm-loss,,0,0.6702853072950543,mr,bio-is,medium
4847,"if anything , see it for karen black , who camps up a storm as a fringe feminist conspiracy theorist named dirty dick .",-1,0.3472340404987335,roberta-mlm-loss,,0,0.4892205782009852,mr,bio-is,hard
4848,this 90-minute dud could pass for mike tyson's e ! true hollywood story .,-1,0.5067390203475952,roberta-mlm-loss,,0,0.6876510466138535,mr,bio-is,hard
4849,"this is surely one of the most frantic , virulent and foul-natured christmas season pics ever delivered by a hollywood studio .",-1,0.0025999434292316,roberta-mlm-loss,,0,0.6920692888823725,mr,bio-is,easy
4850,"once the expectation of laughter has been quashed by whatever obscenity is at hand , even the funniest idea isn't funny .",-1,0.0010952901793643,roberta-mlm-loss,,0,0.6869144766745507,mr,bio-is,easy
4851,a porn film without the sex scenes .,-1,0.000724182347767,roberta-mlm-loss,,0,0.6760864273429873,mr,bio-is,easy
4852,"the connected stories of breitbart and hanussen are actually fascinating , but the filmmaking in invincible is such that the movie does not do them justice .",-1,0.8411164879798889,roberta-mlm-loss,,0,0.6870574685899709,mr,bio-is,hard
4853,"a depressingly retrograde , 'post-feminist' romantic comedy that takes an astonishingly condescending attitude toward women .",-1,0.0008493243367411,roberta-mlm-loss,,0,0.667905758736703,mr,bio-is,easy
4854,"return to never land is much more p . c . than the original version ( no more racist portraits of indians , for instance ) , but the excitement is missing .",-1,0.0359338372945785,roberta-mlm-loss,,0,0.6900716966444465,mr,bio-is,medium
4855,"by the end , you just don't care whether that cold-hearted snake petrovich ( that would be reno ) gets his comeuppance . just bring on the battle bots , please !",-1,0.0847445949912071,roberta-mlm-loss,,0,0.6931184179907406,mr,bio-is,hard
4856,"while it's all quite tasteful to look at , the attention process tends to do a little fleeing of its own .",-1,0.7492647171020508,roberta-mlm-loss,,0,0.6925672508913104,mr,bio-is,hard
4857,"broder's screenplay is shallow , offensive and redundant , with pitifully few real laughs .",-1,0.3444761931896209,roberta-mlm-loss,,0,0.6843136605482737,mr,bio-is,hard
4861,the sweetest thing leaves a bitter taste .,-1,0.0011367156403139,roberta-mlm-loss,,0,0.6924005341875764,mr,bio-is,easy
4862,"in a big corner office in hell , satan is throwing up his hands in surrender , is firing his r&d people , and has decided he will just screen the master of disguise 24/7 .",-1,0.1152815669775009,roberta-mlm-loss,,0,0.6894924659923315,mr,bio-is,hard
4863,"for something as splendid-looking as this particular film , the viewer expects something special but instead gets [sci-fi] rehash .",-1,0.0187687166035175,roberta-mlm-loss,,0,0.686037191557503,mr,bio-is,medium
4864,a thriller without a lot of thrills .,-1,0.0007346076890826,roberta-mlm-loss,,0,0.4337525658920796,mr,bio-is,easy
4865,this stuck pig of a movie flails limply between bizarre comedy and pallid horror .,-1,0.0112525206059217,roberta-mlm-loss,,0,0.5753828747477896,mr,bio-is,medium
4866,"ah , the travails of metropolitan life ! alas , another breathless movie about same !",-1,0.0175853502005338,roberta-mlm-loss,,0,0.4392861132743929,mr,bio-is,medium
4868,"though uniformly well acted , especially by young ballesta and galan ( a first-time actor ) , writer/director achero manas's film is schematic and obvious .",-1,0.2281578779220581,roberta-mlm-loss,,0,0.598855714507661,mr,bio-is,hard
4869,done in mostly by a weak script that can't support the epic treatment .,-1,0.051215760409832,roberta-mlm-loss,,0,0.5304811550798088,mr,bio-is,medium
4870,"despite its visual virtuosity , 'naqoyqatsi' is banal in its message and the choice of material to convey it .",-1,0.0058591780252754,roberta-mlm-loss,,0,0.68527968515335,mr,bio-is,medium
4872,"though its rather routine script is loaded with familiar situations , the movie has a cinematic fluidity and sense of intelligence that makes it work more than it probably should .",-1,0.0066553205251693,roberta-mlm-loss,,0,0.6619910340966912,mr,bio-is,medium
4873,""" one look at a girl in tight pants and big tits and you turn stupid ? "" um . . isn't that the basis for the entire plot ?",-1,0.1789887845516204,roberta-mlm-loss,,0,0.6842704442398035,mr,bio-is,hard
4874,""" not really as bad as you might think ! """,-1,0.0048942537978291,roberta-mlm-loss,,0,0.5332223717737918,mr,bio-is,medium
4875,strident and inelegant in its 'message-movie' posturing .,-1,0.0152083439752459,roberta-mlm-loss,,0,0.3843128086053091,mr,bio-is,medium
4877,"it has the right approach and the right opening premise , but it lacks the zest and it goes for a plot twist instead of trusting the material .",-1,0.0030844891443848,roberta-mlm-loss,,0,0.6811615017516839,mr,bio-is,easy
4879,"seeing as the film lacks momentum and its position remains mostly undeterminable , the director's experiment is a successful one .",-1,0.0346307270228862,roberta-mlm-loss,,0,0.6553559592345626,mr,bio-is,medium
4880,the plot is romantic comedy boilerplate from start to finish .,-1,0.0009439651039429,roberta-mlm-loss,,0,0.4573436585824453,mr,bio-is,easy
4881,i suspect this is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the dvd .,-1,0.0024970595259219,roberta-mlm-loss,,0,0.6631488159102932,mr,bio-is,easy
4883,"ninety minutes of viva castro ! can be as tiresome as 9 seconds of jesse helms' anti- castro rhetoric , which are included",-1,0.0961069390177726,roberta-mlm-loss,,0,0.6467317208432382,mr,bio-is,hard
4884,"comes off as a long , laborious whine , the bellyaching of a paranoid and unlikable man .",-1,0.0428497157990932,roberta-mlm-loss,,0,0.6557763260457301,mr,bio-is,medium
4885,"it just goes to show , an intelligent person isn't necessarily an admirable storyteller .",-1,0.0081697814166545,roberta-mlm-loss,,0,0.4804256647863327,mr,bio-is,medium
4886,"in a 102-minute film , aaliyah gets at most 20 minutes of screen time . . . . most viewers will wish there had been more of the "" queen "" and less of the "" damned . """,-1,0.147042840719223,roberta-mlm-loss,,0,0.6893365675323837,mr,bio-is,hard
4887,"hopelessly inane , humorless and under-inspired .",-1,0.0010916457977145,roberta-mlm-loss,,0,0.6912110896564734,mr,bio-is,easy
4888,"kapur fails to give his audience a single character worth rooting for ( or worth rooting against , for that matter ) .",-1,0.0033651257399469,roberta-mlm-loss,,0,0.686615906751058,mr,bio-is,easy
4889,it reduces the complexities to bromides and slogans and it gets so preachy-keen and so tub-thumpingly loud it makes you feel like a chump just for sitting through it .,-1,0.1537098735570907,roberta-mlm-loss,,0,0.6839892919777606,mr,bio-is,hard
4890,"none of this has the suavity or classical familiarity of bond , but much of it is good for a laugh . the problem with "" xxx "" is that its own action isn't very effective .",-1,0.0545258931815624,roberta-mlm-loss,,0,0.6899877749316092,mr,bio-is,hard
4891,a great script brought down by lousy direction . same guy with both hats . big mistake .,-1,0.0012456617550924,roberta-mlm-loss,,0,0.681034787481185,mr,bio-is,easy
4892,"a mediocre exercise in target demographics , unaware that it's the butt of its own joke .",-1,0.0226563792675733,roberta-mlm-loss,,0,0.6931464228005294,mr,bio-is,medium
4893,"director kevin bray excels in breaking glass and marking off the "" miami vice "" checklist of power boats , latin music and dog tracks . he doesn't , however , deliver nearly enough of the show's trademark style and flash .",-1,0.1426074802875518,roberta-mlm-loss,,0,0.681036182611072,mr,bio-is,hard
4894,"in gleefully , thumpingly hyperbolic terms , it covers just about every cliche in the compendium about crass , jaded movie types and the phony baloney movie biz .",-1,0.0044514876790344,roberta-mlm-loss,,0,0.6817591174228508,mr,bio-is,medium
4895,the spalding gray equivalent of a teen gross-out comedy .,-1,0.0063462606631219,roberta-mlm-loss,,0,0.6929640289709205,mr,bio-is,medium
4897,"according to wendigo , 'nature' loves the members of the upper class almost as much as they love themselves .",-1,0.0018453617813065,roberta-mlm-loss,,0,0.4987420341786324,mr,bio-is,easy
4898,an encouraging effort from mccrudden,-1,0.0081550506874918,roberta-mlm-loss,,0,0.6062675096351954,mr,bio-is,medium
4899,the romance between the leads isn't as compelling or as believable as it should be .,-1,0.0010707152541726,roberta-mlm-loss,,0,0.6364177223654395,mr,bio-is,easy
4900,"if i could have looked into my future and saw how bad this movie was , i would go back and choose to skip it . fortunately , you still have that option .",-1,0.1457013189792633,roberta-mlm-loss,,0,0.6406105964733483,mr,bio-is,hard
4901,supposedly authentic account of a historical event that's far too tragic to merit such superficial treatment .,-1,0.0011588151101022,roberta-mlm-loss,,0,0.4562012198784009,mr,bio-is,easy
4902,"adroit but finally a trifle flat , mad love doesn't galvanize its outrage the way , say , jane campion might have done , but at least it possesses some .",-1,0.0462410822510719,roberta-mlm-loss,,0,0.6838939045647057,mr,bio-is,medium
4903,to blandly go where we went 8 movies ago . . .,-1,0.3504187166690826,roberta-mlm-loss,,0,0.6642230433965136,mr,bio-is,hard
4904,a slow-moving police-procedural thriller that takes its title all too literally .,-1,0.0011168367927893,roberta-mlm-loss,,0,0.6834917988401776,mr,bio-is,easy
4905,this u-boat doesn't have a captain .,-1,0.0532344877719879,roberta-mlm-loss,,0,0.6136897245362718,mr,bio-is,medium
4906,"with nary a glimmer of self-knowledge , [crane] becomes more specimen than character -- and auto focus remains a chilly , clinical lab report .",-1,0.3236737251281738,roberta-mlm-loss,,0,0.66169660857835,mr,bio-is,hard
4907,this one aims for the toilet and scores a direct hit .,-1,0.0012672847369685,roberta-mlm-loss,,0,0.5891366426766087,mr,bio-is,easy
4908,"dull , a road-trip movie that's surprisingly short of both adventure and song .",-1,0.0084778172895312,roberta-mlm-loss,,0,0.6924448566641217,mr,bio-is,medium
4909,"i walked away not really know who "" they "" were , what "" they "" looked like . why "" they "" were here and what "" they "" wanted and quite honestly , i didn't care .",-1,0.0121725080534815,roberta-mlm-loss,,0,0.4639290780685325,mr,bio-is,medium
4910,predictably melodramatic .,-1,0.0019963993690907,roberta-mlm-loss,,0,0.6216909380429958,mr,bio-is,easy
4911,"after several scenes of this tacky nonsense , you'll be wistful for the testosterone-charged wizardry of jerry bruckheimer productions , especially because half past dead is like the rock on a wal-mart budget .",-1,0.15242999792099,roberta-mlm-loss,,0,0.6856541871081332,mr,bio-is,hard
4912,"a relatively effective little potboiler until its absurd , contrived , overblown , and entirely implausible finale .",-1,0.0014582996955141,roberta-mlm-loss,,0,0.6931339724223613,mr,bio-is,easy
4913,the country bears wastes an exceptionally good idea . but the movie that doesn't really deliver for country music fans or for family audiences,-1,0.9028875827789308,roberta-mlm-loss,,0,0.6232451086886892,mr,bio-is,hard
4914,"adults will certainly want to spend their time in the theater thinking up grocery lists and ways to tell their kids how not to act like pinocchio . as for children , they won't enjoy the movie at all .",-1,0.0453646332025527,roberta-mlm-loss,,0,0.685908416647698,mr,bio-is,medium
4915,. . . you can be forgiven for realizing that you've spent the past 20 minutes looking at your watch and waiting for frida to just die already .,-1,0.0792340561747551,roberta-mlm-loss,,0,0.6927020289432619,mr,bio-is,hard
4916,too bad writer-director adam rifkin situates it all in a plot as musty as one of the golden eagle's carpets .,-1,0.1733984947204589,roberta-mlm-loss,,0,0.6888051934411419,mr,bio-is,hard
4917,it's lazy for a movie to avoid solving one problem by trying to distract us with the solution to another .,-1,0.0021454745437949,roberta-mlm-loss,,0,0.6450929749947415,mr,bio-is,easy
4921,even after 90 minutes of playing opposite each other bullock and grant still look ill at ease sharing the same scene . what should have been a painless time-killer becomes instead a grating endurance test .,-1,0.3608190417289734,roberta-mlm-loss,,0,0.6699221446359369,mr,bio-is,hard
4922,"a bland , obnoxious 88-minute infomercial for universal studios and its ancillary products .",-1,0.4041006565093994,roberta-mlm-loss,,0,0.6913242104236087,mr,bio-is,hard
4923,". . little action , almost no suspense or believable tension , one-dimensional characters up the wazoo and sets that can only be described as sci-fi generic .",-1,0.0542541481554508,roberta-mlm-loss,,0,0.6819864994570215,mr,bio-is,medium
4924,"the movie strains to stay on the light , comic side of the issue , despite the difficulty of doing so when dealing with the destruction of property and , potentially , of life itself .",-1,0.0264219958335161,roberta-mlm-loss,,0,0.6263197314357389,mr,bio-is,medium
4925,the master of disguise is awful . it's pauly shore awful . don't say you weren't warned .,-1,0.6680251359939575,roberta-mlm-loss,,0,0.6930848175115167,mr,bio-is,hard
4926,disappointing in comparison to other recent war moviesor any other john woo flick for that matter .,-1,0.4003783166408539,roberta-mlm-loss,,0,0.6928277682285089,mr,bio-is,hard
4927,the entire movie is filled with deja vu moments .,-1,0.0019640349783003,roberta-mlm-loss,,0,0.5847928782318269,mr,bio-is,easy
4928,'opening up' the play more has partly closed it down .,-1,0.2541587650775909,roberta-mlm-loss,,0,0.6929443890420555,mr,bio-is,hard
4929,what [frei] gives us . . . is a man who uses the damage of war -- far more often than the warfare itself -- to create the kind of art shots that fill gallery shows .,-1,0.0164718274027109,roberta-mlm-loss,,0,0.6823288836039738,mr,bio-is,medium
4930,"an ugly , revolting movie .",-1,0.0018096733838319,roberta-mlm-loss,,0,0.6207398409637226,mr,bio-is,easy
4931,the film is way too full of itself ; it's stuffy and pretentious in a give-me-an-oscar kind of way .,-1,0.003767573274672,roberta-mlm-loss,,0,0.651892585904853,mr,bio-is,easy
4932,"the movie is concocted and carried out by folks worthy of scorn , and the nicest thing i can say is that i can't remember a single name responsible for it .",-1,0.0014731551054865,roberta-mlm-loss,,0,0.6200136460744434,mr,bio-is,easy
4933,"watching "" ending "" is too often like looking over the outdated clothes and plastic knickknacks at your neighbor's garage sale . you can't believe anyone would really buy this stuff .",-1,0.3135026097297668,roberta-mlm-loss,,0,0.6478591014899073,mr,bio-is,hard
4934,"certainly beautiful to look at , but its not very informative about its titular character and no more challenging than your average television biopic .",-1,0.0133250588551163,roberta-mlm-loss,,0,0.6855364362283686,mr,bio-is,medium
4939,"a film that presents an interesting , even sexy premise then ruins itself with too many contrivances and goofy situations .",-1,0.0029708610381931,roberta-mlm-loss,,0,0.613048931060552,mr,bio-is,easy
4940,"filled with low-brow humor , gratuitous violence and a disturbing disregard for life .",-1,0.0020621507428586,roberta-mlm-loss,,0,0.6809879069510727,mr,bio-is,easy
4941,"directed in a flashy , empty sub-music video style by a director so self-possessed he actually adds a period to his first name",-1,0.0075894840992987,roberta-mlm-loss,,0,0.5911018786820202,mr,bio-is,medium
4942,"the 70-year-old godard has become , to judge from in praise of love , the sort of bitter old crank who sits behind his light meter and harangues the supposed injustices of the artistic world-at-large without doing all that much to correct them .",-1,0.0767421871423721,roberta-mlm-loss,,0,0.6705998770940058,mr,bio-is,hard
4943,an unsophisticated sci-fi drama that takes itself all too seriously .,-1,0.0007690069032832,roberta-mlm-loss,,0,0.6392603994044435,mr,bio-is,easy
4945,"harvard man is a semi-throwback , a reminiscence without nostalgia or sentimentality .",-1,0.0472327060997486,roberta-mlm-loss,,0,0.685877329434818,mr,bio-is,medium
4946,"supposedly based upon real , or at least soberly reported incidents , the film ends with a large human tragedy . alas , getting there is not even half the interest .",-1,0.0450803413987159,roberta-mlm-loss,,0,0.6697430815762189,mr,bio-is,medium
4947,"while hoffman's performance is great , the subject matter goes nowhere .",-1,0.0010352537501603,roberta-mlm-loss,,0,0.6499844301218735,mr,bio-is,easy
4948,"the smash 'em-up , crash 'em-up , shoot 'em-up ending comes out of nowhere substituting mayhem for suspense .",-1,0.0122799715027213,roberta-mlm-loss,,0,0.6760723835974098,mr,bio-is,medium
4949,"deuces wild treads heavily into romeo and juliet/west side story territory , where it plainly has no business going .",-1,0.0505206547677516,roberta-mlm-loss,,0,0.5556976296581978,mr,bio-is,medium
4950,"hart's war seems to want to be a character study , but apparently can't quite decide which character .",-1,0.2230633795261383,roberta-mlm-loss,,0,0.6853190574428477,mr,bio-is,hard
4951,"theological matters aside , the movie is so clumsily sentimental and ineptly directed it may leave you speaking in tongues .",-1,0.0051006483845412,roberta-mlm-loss,,0,0.677436037284405,mr,bio-is,medium
4952,"this latest installment of the horror film franchise that is apparently as invulnerable as its trademark villain has arrived for an incongruous summer playoff , demonstrating yet again that the era of the intelligent , well-made b movie is long gone .",-1,0.3498766124248504,roberta-mlm-loss,,0,0.6284584582987653,mr,bio-is,hard
4953,novak contemplates a heartland so overwhelmed by its lack of purpose that it seeks excitement in manufactured high drama .,-1,0.200748011469841,roberta-mlm-loss,,0,0.605888441468539,mr,bio-is,hard
4954,"been there , done that , liked it much better the first time around - when it was called the professional .",-1,0.0050549628213047,roberta-mlm-loss,,0,0.6585474257841939,mr,bio-is,medium
4955,"the film is all over the place , really . it dabbles all around , never gaining much momentum .",-1,0.0028711219783872,roberta-mlm-loss,,0,0.6515267589945222,mr,bio-is,easy
4956,"the beautiful , unusual music is this film's chief draw , but its dreaminess may lull you to sleep .",-1,0.0015973574481904,roberta-mlm-loss,,0,0.5461524279032576,mr,bio-is,easy
4957,the action quickly sinks into by-the-numbers territory .,-1,0.0026863145176321,roberta-mlm-loss,,0,0.5697089790531746,mr,bio-is,easy
4958,"forages for audience sympathy like a temperamental child begging for attention , giving audiences no reason to truly care for its decrepit freaks beyond the promise of a reprieve from their incessant whining .",-1,0.0790932402014732,roberta-mlm-loss,,0,0.6369685804465322,mr,bio-is,hard
4959,"when [reno] lets her radical flag fly , taking angry potshots at george w . bush , henry kissinger , larry king , et al . , reno devolves into a laugh-free lecture .",-1,0.2413263320922851,roberta-mlm-loss,,0,0.664915261606628,mr,bio-is,hard
4960,"such a premise is ripe for all manner of lunacy , but kaufman and gondry rarely seem sure of where it should go .",-1,0.0020479524973779,roberta-mlm-loss,,0,0.5427617182549714,mr,bio-is,easy
4963,"while this one gets off with a good natured warning , future lizard endeavors will need to adhere more closely to the laws of laughter",-1,0.0780343115329742,roberta-mlm-loss,,0,0.3985902474031618,mr,bio-is,hard
4964,another boorish movie from the i-heard-a-joke- at-a-frat-party school of screenwriting .,-1,0.0795603096485138,roberta-mlm-loss,,0,0.6774910156999849,mr,bio-is,hard
4965,"too much of the movie feels contrived , as if the filmmakers were worried the story wouldn't work without all those gimmicks .",-1,0.0019343729363754,roberta-mlm-loss,,0,0.6492944538696731,mr,bio-is,easy
4966,it's hard to understand why anyone in his right mind would even think to make the attraction a movie . and it's harder still to believe that anyone in his right mind would want to see the it .,-1,0.017633693292737,roberta-mlm-loss,,0,0.5236140725794652,mr,bio-is,medium
4967,"the ethos of the chelsea hotel may shape hawke's artistic aspirations , but he hasn't yet coordinated his own dv poetry with the beat he hears in his soul .",-1,0.0598460361361503,roberta-mlm-loss,,0,0.6892757615749794,mr,bio-is,hard
4968,"the sight of the name bruce willis brings to mind images of a violent battlefield action picture , but the film has a lot more on its mind--maybe too much .",-1,0.0766635909676551,roberta-mlm-loss,,0,0.6926768922736578,mr,bio-is,hard
4970,"the obnoxious special effects , the obligatory outbursts of flatulence and the incessant , so-five-minutes-ago pop music on the soundtrack overwhelm what is left of the scruffy , dopey old hanna-barbera charm .",-1,0.0077925501391291,roberta-mlm-loss,,0,0.6835246877769063,mr,bio-is,medium
4972,"the movie's downfall is to substitute plot for personality . it doesn't really know or care about the characters , and uses them as markers for a series of preordained events .",-1,0.0036683182697743,roberta-mlm-loss,,0,0.4939623772095592,mr,bio-is,easy
4973,all mood and no movie .,-1,0.1070586368441581,roberta-mlm-loss,,0,0.5569824405230652,mr,bio-is,hard
4975,simone is not a bad film . it just doesn't have anything really interesting to say .,-1,0.0142253199592232,roberta-mlm-loss,,0,0.6143130245428312,mr,bio-is,medium
4976,"once he starts learning to compromise with reality enough to become comparatively sane and healthy , the film becomes predictably conventional .",-1,0.0049394448287785,roberta-mlm-loss,,0,0.6915671978858298,mr,bio-is,medium
4977,. . . hopefully it'll be at the dollar theatres by the time christmas rolls around . wait to see it then .,-1,0.0214861612766981,roberta-mlm-loss,,0,0.379595544291587,mr,bio-is,medium
4978,"there's no disguising this as one of the worst films of the summer . or for the year , for that matter .",-1,0.0040197703056037,roberta-mlm-loss,,0,0.6928144085760788,mr,bio-is,easy
4979,"lacks the spirit of the previous two , and makes all those jokes about hos and even more unmentionable subjects seem like mere splashing around in the muck .",-1,0.0076610166579484,roberta-mlm-loss,,0,0.5364776236416369,mr,bio-is,medium
4980,"this hastily mounted production exists only to capitalize on hopkins' inclination to play hannibal lecter again , even though harris has no immediate inclination to provide a fourth book .",-1,0.0089156990870833,roberta-mlm-loss,,0,0.5830216548290463,mr,bio-is,medium
4981,"death to smoochy tells a moldy-oldie , not-nearly -as-nasty -as-it- thinks-it-is joke . over and over again .",-1,0.3529336750507355,roberta-mlm-loss,,0,0.6715456934623139,mr,bio-is,hard
4982,the threat implied in the title pokmon 4ever is terrifying  like locusts in a horde these things will keep coming .,-1,0.1100316420197486,roberta-mlm-loss,,0,0.6877822483841376,mr,bio-is,hard
4983,"the film never gets over its own investment in conventional arrangements , in terms of love , age , gender , race , and class .",-1,0.0320525243878364,roberta-mlm-loss,,0,0.6781927377978517,mr,bio-is,medium
4984,to call this film a lump of coal would only be to flatter it .,-1,0.0018099267035722,roberta-mlm-loss,,0,0.6721439102989966,mr,bio-is,easy
4985,entertainment more disposable than hanna-barbera's half-hour cartoons ever were .,-1,0.0013728525955229,roberta-mlm-loss,,0,0.6417414202693776,mr,bio-is,easy
4986,"the film falls short on tension , eloquence , spiritual challenge -- things that have made the original new testament stories so compelling for 20 centuries .",-1,0.0176282096654176,roberta-mlm-loss,,0,0.6840700117358519,mr,bio-is,medium
4987,"by the end of it all i sort of loved the people onscreen , even though i could not stand them . perhaps the film should be seen as a conversation starter . it's not an easy one to review .",-1,0.0021082095336169,roberta-mlm-loss,,0,0.6500873912338425,mr,bio-is,easy
4988,at best this is a film for the under-7 crowd . but it would be better to wait for the video . and a very rainy day .,-1,0.0050709005445241,roberta-mlm-loss,,0,0.2858669814196417,mr,bio-is,medium
4989,the whole talking-animal thing is grisly .,-1,0.0012974430574104,roberta-mlm-loss,,0,0.6273090278257687,mr,bio-is,easy
4990,"never again , while nothing special , is pleasant , diverting and modest -- definitely a step in the right direction .",-1,0.0417730323970317,roberta-mlm-loss,,0,0.5027104352338109,mr,bio-is,medium
4991,"wouldn't it be funny if a bunch of allied soldiers went undercover as women in a german factory during world war ii ? um , no . but here's a movie about it anyway .",-1,0.0482776798307895,roberta-mlm-loss,,0,0.6918103938790476,mr,bio-is,medium
4993,"the punch lines that miss , unfortunately , outnumber the hits by three-to-one . but death to smoochy keeps firing until the bitter end .",-1,0.0132615780457854,roberta-mlm-loss,,0,0.6839800937747796,mr,bio-is,medium
4996,"a determined , ennui-hobbled slog that really doesn't have much to say beyond the news flash that loneliness can make people act weird .",-1,0.0180114619433879,roberta-mlm-loss,,0,0.6829425412767813,mr,bio-is,medium
4997,too daft by half . . . but supremely good natured .,-1,0.0011569097405299,roberta-mlm-loss,,0,0.6728748178492934,mr,bio-is,easy
4998,"fails in making this character understandable , in getting under her skin , in exploring motivation . . . well before the end , the film grows as dull as its characters , about whose fate it is hard to care .",-1,0.0046065929345786,roberta-mlm-loss,,0,0.5379449402615896,mr,bio-is,medium
4999,it's a shame that the storyline and its underlying themes . . . finally seem so impersonal or even shallow .,-1,0.0154021587222814,roberta-mlm-loss,,0,0.663951946154516,mr,bio-is,medium
5000,"woody , what happened ?",-1,0.0099706416949629,roberta-mlm-loss,,0,0.5756510286426416,mr,bio-is,medium
5001,"juliette binoche's sand is vivacious , but it's hard to sense that powerhouse of 19th-century prose behind her childlike smile .",-1,0.7782058119773865,roberta-mlm-loss,,0,0.6787196922089827,mr,bio-is,hard
5002,it's supposed to be post-feminist breezy but ends up as tedious as the chatter of parrots raised on oprah .,-1,0.004181052558124,roberta-mlm-loss,,0,0.666319992213833,mr,bio-is,easy
