index,text,score,fold
2789,"all in all , an interesting look at the life of the campaign-trail press , especially ones that don't really care for the candidate they're forced to follow . ",1,0
2790,narc is a no-bull throwback to 1970s action films . it zips along with b-movie verve while adding the rich details and go-for-broke acting that heralds something special . ,1,0
2800,this is a sincerely crafted picture that deserves to emerge from the traffic jam of holiday movies . ,1,0
2802,audiard successfully maintains suspense on different levels throughout a film that is both gripping and compelling . ,1,0
2807,"while dutifully pulling on heartstrings , directors dean deblois and chris sanders valiantly keep punching up the mix . ",1,0
2813,blithely anachronistic and slyly achronological . ,1,0
2818,"on its own , big trouble could be considered a funny little film . ",1,0
2819,"an undeniably gorgeous , terminally smitten document of a troubadour , his acolytes , and the triumph of his band . ",1,0
2821,a beautifully observed character piece . ,1,0
2822,a coming-of-age movie that hollywood wouldn't have the guts to make . ,1,0
2824,"there are laughs aplenty , and , as a bonus , viewers don't have to worry about being subjected to farts , urine , feces , semen , or any of the other foul substances that have overrun modern-day comedies . ",1,0
2841,a savage john waters-like humor that dances on the edge of tastelessness without ever quite falling over . ,1,0
2846,brings awareness to an issue often overlooked -- women's depression . ,1,0
2850,"foster and whitaker are especially fine . she is a lioness , protecting her cub , and he a reluctant villain , incapable of controlling his crew . ",1,0
2855,"although frailty fits into a classic genre , in its script and execution it is a remarkably original work . ",1,0
2856,"if this movie leaves you cool , it also leaves you intriguingly contemplative . ",1,0
2861,"a playful iranian parable about openness , particularly the need for people of diverse political perspectives to get along despite their ideological differences . ",1,0
2863,"that 'alabama' manages to be pleasant in spite of its predictability and occasional slowness is due primarily to the perkiness of witherspoon ( who is always a joy to watch , even when her material is not first-rate ) . . . ",1,0
2868,"it's a fine , old-fashioned-movie movie , which is to say it's unburdened by pretensions to great artistic significance . ",1,0
2870,the trials of henry kissinger is a remarkable piece of filmmaking ,1,0
2874,robert harmon's less-is-more approach delivers real bump-in -the-night chills -- his greatest triumph is keeping the creepy crawlies hidden in the film's thick shadows . ,1,0
2875,genuinely unnerving . ,1,0
2877,a compelling film . ,1,0
2881,"will you go ape over this movie ? well , it probably won't have you swinging from the trees hooting it's praises , but it's definitely worth taking a look . ",1,0
2886,"the story's scope and pageantry are mesmerizing , and mr . day-lewis roars with leonine power . ",1,0
2887,p . t . anderson understands the grandness of romance and how love is the great equalizer that can calm us of our daily ills and bring out joys in our lives that we never knew were possible . ,1,0
2891,"this is mostly well-constructed fluff , which is all it seems intended to be . ",1,0
2894,"schepisi , aided by a cast that seems to include every top-notch british actor who did not appear in gosford park ( as well as one , ms . mirren , who did ) , has succeeded beyond all expectation . ",1,0
2897,there is no denying the power of polanski's film . . . ,1,0
2898,"the movie is amateurish , but it's a minor treat . ",1,0
2901,offers a persuasive look at a defeated but defiant nation in flux . ,1,0
2902,'interesante y disfrutable trabajo gracias a que prescinde del clásico elemento estadounidense patriotero y manipulador . ',1,0
2912,"it's hard to fairly judge a film like ringu when you've seen the remake first . many of the effective horror elements are dampened through familiarity , [yet] are worthwhile . ",1,0
2918,'blue crush' swims away with the sleeper movie of the summer award . ,1,0
2919,"you're not merely watching history , you're engulfed by it . ",1,0
2921,"it's mildly entertaining , especially if you find comfort in familiarity . but it's hardly a necessary enterprise . ",1,0
2923,"as home movie gone haywire , it's pretty enjoyable , but as sexual manifesto , i'd rather listen to old tori amos records . ",1,0
2928,"it's not just a feel-good movie , it's a feel movie . you feel good , you feel sad , you feel pissed off , but in the end , you feel alive - which is what they did . ",1,0
2929,"it's a piece of handiwork that shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety . ",1,0
2934,"the production design , score and choreography are simply intoxicating . ",1,0
2940,"implicitly acknowledges and celebrates the glorious chicanery and self-delusion of this most american of businesses , and for that reason it may be the most oddly honest hollywood document of all . ",1,0
2951,"the film is a fierce dance of destruction . its flame-like , roiling black-and-white inspires trembling and gratitude . ",1,0
2956,diane lane works nothing short of a minor miracle in unfaithful . ,1,0
2961,"it understands , in a way that speaks forcefully enough about the mechanisms of poverty to transcend the rather simplistic filmmaking . ",1,0
2962,"ramsay succeeds primarily with her typical blend of unsettling atmospherics , delivering a series of abrasive , stylized sequences that burn themselves upon the viewer's memory . ",1,0
2966,it's a fun adventure movie for kids ( of all ages ) that like adventure . ,1,0
2967,a very capable nailbiter . ,1,0
2968,"because the genre is well established , what makes the movie fresh is smart writing , skewed characters , and the title performance by kieran culkin . ",1,0
2970,it's like going to a house party and watching the host defend himself against a frothing ex-girlfriend . you don't want to call the cops . you want to call domino's . ,1,0
2971,"what's most refreshing about real women have curves is its unforced comedy-drama and its relaxed , natural-seeming actors . ",1,0
2974,"that rare film whose real-life basis is , in fact , so interesting that no embellishment is needed . ",1,0
2975,"smart and fun , but far more witty than it is wise . ",1,0
2979,"this one is not nearly as dreadful as expected . in fact , it's quite fun in places . ",1,0
2981,a biopic about crane's life in the classic tradition but evolves into what has become of us all in the era of video . ,1,0
2983,"thanks to a small star with big heart , this family film sequel is plenty of fun for all . ",1,0
2989,rubbo runs through a remarkable amount of material in the film's short 90 minutes . ,1,0
2991,this is christmas future for a lot of baby boomers . ,1,0
2994,the obnoxious title character provides the drama that gives added clout to this doc . ,1,0
3000,"it's something of the ultimate scorsese film , with all the stomach-turning violence , colorful new york gang lore and other hallmarks of his personal cinema painted on their largest-ever historical canvas . ",1,0
3003,a giddy and provocative sexual romp that has something to say . ,1,0
3014,"this is the kind of subject matter that could so easily have been fumbled by a lesser filmmaker , but ayres makes the right choices at every turn . ",1,0
3017,its adult themes of familial separation and societal betrayal are head and shoulders above much of the director's previous popcorn work . ,1,0
3025,"some movies suck you in despite their flaws , and heaven is one such beast . ",1,0
3030,a poignant comedy that offers food for thought . ,1,0
3035,an engaging criminal romp that will have viewers guessing just who's being conned right up to the finale . ,1,0
3038,"it is as uncompromising as it is nonjudgmental , and makes clear that a prostitute can be as lonely and needy as any of the clients . ",1,0
3040,a good thriller . ,1,0
3041,"tully is in many ways the perfect festival film : a calm , self-assured portrait of small town regret , love , duty and friendship that appeals to the storytelling instincts of a slightly more literate filmgoing audience . ",1,0
3042,"i like this movie a lot . i like that smith , he's not making fun of these people , he's not laughing at them . ",1,0
3053,"texan director george ratliff had unlimited access to families and church meetings , and he delivers fascinating psychological fare . ",1,0
3054,"the rich performances by friel -- and especially williams , an american actress who becomes fully english -- round out the square edges . ",1,0
3058,greengrass ( working from don mullan's script ) forgoes the larger socio-political picture of the situation in northern ireland in favour of an approach that throws one in the pulsating thick of a truly frightening situation . ,1,0
3060,"whatever one makes of its political edge , this is beautiful filmmaking from one of french cinema's master craftsmen . ",1,0
3074,the viewer takes great pleasure in watching the resourceful molly stay a step ahead of her pursuers . ,1,0
3078,it's all a rather shapeless good time . . . ,1,0
3083,"if you like peace , you'll like promises . ",1,0
3085,thumbs up to paxton for not falling into the hollywood trap and making a vanity project with nothing new to offer . ,1,0
3087,"if you like quirky , odd movies and/or the ironic , here's a fun one . ",1,0
3092,"this is a visually stunning rumination on love , memory , history and the war between art and commerce . ",1,0
3095,a quiet family drama with a little bit of romance and a dose of darkness . ,1,0
3097,kosminsky . . . puts enough salt into the wounds of the tortured and self-conscious material to make it sting . ,1,0
3102,"even these tales of just seven children seem at times too many , although in reality they are not enough . every child's story is what matters . this film can only point the way -- but thank goodness for this signpost . ",1,0
3103,a poignant and gently humorous parable that loves its characters and communicates something rather beautiful about human nature . ,1,0
3111,jackie chan movies are a guilty pleasure - he's easy to like and always leaves us laughing . ,1,0
3115,"it has a way of seeping into your consciousness , with lingering questions about what the film is really getting at . ",1,0
3124,"while this movie , by necessity , lacks fellowship's heart , two towers outdoes its spectacle . ",1,0
3128,"what 'dumb and dumber' would have been without the vulgarity and with an intelligent , life-affirming script . ",1,0
3131,"films are made of little moments . changing lanes tries for more . it doesn't reach them , but the effort is gratefully received . ",1,0
3133,"the story is a rather simplistic one : grief drives her , love drives him , and a second chance to find love in the most unlikely place - it struck a chord in me . ",1,0
3135,"a hard look at one man's occupational angst and its subsequent reinvention , a terrifying study of bourgeois desperation worthy of claude chabrol . ",1,0
3140,"'possession , ' based on the book by a . s . byatt , demands that labute deal with the subject of love head-on ; trading in his cynicism for reverence and a little wit",1,0
3152,daughter from danang sticks with its subjects a little longer and tells a deeper story,1,0
3155,"a distinguished and thoughtful film , marked by acute writing and a host of splendid performances . ",1,0
3157,"takes you by the face , strokes your cheeks and coos beseechingly at you : slow down , shake off your tensions and take this picture at its own breezy , distracted rhythms . ",1,0
3162,"because eight legged freaks is partly an homage to them , tarantula and other low- budget b-movie thrillers of the 1950s and '60s , the movie is a silly ( but not sophomoric ) romp through horror and hellish conditions . ",1,0
3166,"though filmed partly in canada , paid in full has clever ways of capturing inner-city life during the reagan years . ",1,0
3168,exciting documentary . ,1,0
3173,"while the humor is recognizably plympton , he has actually bothered to construct a real story this time . ",1,0
3174,"jolting into charleston rhythms , the story has the sizzle of old news that has finally found the right vent ( accurate ? who cares ? ) . ",1,0
3175,an overly melodramatic but somewhat insightful french coming-of-age film . . . ,1,0
3176,"most thrillers send audiences out talking about specific scary scenes or startling moments ; "" frailty "" leaves us with the terrifying message that the real horror may be waiting for us at home . ",1,0
3177,close enough in spirit to its freewheeling trash-cinema roots to be a breath of fresh air . ,1,0
3178,skillfully weaves both the elements of the plot and a powerfully evocative mood combining heated sexuality with a haunting sense of malaise . ,1,0
3180,"for the most part , it works beautifully as a movie without sacrificing the integrity of the opera . ",1,0
3185,"if you ever wondered what it would be like to be smack in the middle of a war zone armed with nothing but a camera , this oscar-nominated documentary takes you there . ",1,0
3189,those with a modicum of patience will find in these characters' foibles a timeless and unique perspective . ,1,0
3190,beautiful to watch and holds a certain charm . ,1,0
3191,"13 conversations may be a bit too enigmatic and overly ambitious to be fully successful , but sprecher and her screenwriting partner and sister , karen sprecher , don't seem ever to run out of ideas . ",1,0
3194,quitting offers piercing domestic drama with spikes of sly humor . ,1,0
3197,it's refreshing to see a romance this smart . ,1,0
3202,transforms one of [shakespeare's] deepest tragedies into a smart new comedy . ,1,0
3204,"it may sound like a mere disease-of- the-week tv movie , but a song for martin is made infinitely more wrenching by the performances of real-life spouses seldahl and wollter . ",1,0
3206,"as antonia is assimilated into this newfangled community , the film settles in and becomes compulsively watchable in a guilty-pleasure , daytime-drama sort of fashion . ",1,0
3213,"with wit and empathy to spare , waydowntown acknowledges the silent screams of workaday inertia but stops short of indulging its characters' striving solipsism . ",1,0
3214,"all of it works smoothly under the direction of spielberg , who does a convincing impersonation here of a director enjoying himself immensely . ",1,0
3224,"it establishes its ominous mood and tension swiftly , and if the suspense never rises to a higher level , it is nevertheless maintained throughout . ",1,0
3226,a moving and stark reminder that the casualties of war reach much further than we imagine . ,1,0
3228,"a sloppy , amusing comedy that proceeds from a stunningly unoriginal premise . ",1,0
3232,an estrogen opera so intensely feminine that it serves as the antidote ( and cannier doppelganger ) to diesel's xxx flex-a-thon . ,1,0
3233,imamura has said that warm water under a red bridge is a poem to the enduring strengths of women . it may also be the best sex comedy about environmental pollution ever made . ,1,0
3234,it's a ripper of a yarn and i for one enjoyed the thrill of the chill . naomi watts is terrific as rachel ; her petite frame and vulnerable persona emphasising her plight and isolation . ,1,0
3238,the film is darkly funny in its observation of just how much more grueling and time-consuming the illusion of work is than actual work . ,1,0
3250,a sharp satire of desperation and cinematic deception . ,1,0
3256,"all three actresses are simply dazzling , particularly balk , who's finally been given a part worthy of her considerable talents . ",1,0
3263,an original little film about one young woman's education . ,1,0
3273,it's no accident that the accidental spy is a solid action pic that returns the martial arts master to top form . ,1,0
3275,"the director , mark pellington , does a terrific job conjuring up a sinister , menacing atmosphere though unfortunately all the story gives us is flashing red lights , a rattling noise , and a bump on the head . ",1,0
3279," "" home movie "" is a sweet treasure and something well worth your time . ",1,0
3280,"highly recommended viewing for its courage , ideas , technical proficiency and great acting . ",1,0
3285,"while most films these days are about nothing , this film seems to be about everything that's plaguing the human spirit in a relentlessly globalizing world . ",1,0
3287,as lively an account as seinfeld is deadpan . ,1,0
3290,"take any 12-year-old boy to see this picture , and he'll be your slave for a year . ",1,0
3292,"at times the guys taps into some powerful emotions , but this kind of material is more effective on stage . it's not a motion picture ; it's an utterly static picture . ",1,0
3293,what makes it worth watching is quaid's performance . ,1,0
3296,"more of the same from taiwanese auteur tsai ming-liang , which is good news to anyone who's fallen under the sweet , melancholy spell of this unique director's previous films . ",1,0
3297,"hatfield and hicks make the oddest of couples , and in this sense the movie becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie's political ramifications . ",1,0
3303,"often overwrought and at times positively irritating , the film turns into an engrossing thriller almost in spite of itself . ",1,0
3309,o Último suspeito ganha força ao também funcionar em uma esfera adicional : a do drama familiar . ,1,0
3312,"although the subject matter may still be too close to recent national events , the film works - mostly due to its superior cast of characters . ",1,0
3313,"it's not going to be everyone's bag of popcorn , but it definitely gives you something to chew on . ",1,0
3314,huppert and girardot give performances of exceptional honesty . ,1,0
3315,it has that rare quality of being able to creep the living hell out of you . . . ,1,0
3318,"feardotcom's thrills are all cheap , but they mostly work . ",1,0
3320,"mr . deeds is , as comedy goes , very silly -- and in the best way . ",1,0
3328,boasts enough funny dialogue and sharp characterizations to be mildly amusing . ,1,0
3329,"director juan jose campanella could have turned this into an argentine retread of "" iris "" or "" american beauty , "" but instead pulls a little from each film and creates something more beautiful than either of those films . ",1,0
3338,"a fiercely clever and subtle film , capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries . ",1,0
3341,"about schmidt is undoubtedly one of the finest films of the year . if you're not deeply touched by this movie , check your pulse . ",1,0
3342,"the charm of revolution os is rather the way it introduces you to new , fervently held ideas and fanciful thinkers . ",1,0
3345,"filmmakers dana janklowicz-mann and amir mann area headed east , far east , in retelling a historically significant , and personal , episode detailing how one international city welcomed tens of thousands of german jewish refugees while the world's democracie",1,0
3346,for all its problems . . . the lady and the duke surprisingly manages never to grow boring . . . which proves that rohmer still has a sense of his audience . ,1,0
3347,an edifying glimpse into the wit and revolutionary spirit of these performers and their era . ,1,0
3350,this is one of the year's best films . ,1,0
3352,"sorvino is delightful in the central role . she nearly glows with enthusiasm , sensuality and a conniving wit . ",1,0
3358,chaiken ably balances real-time rhythms with propulsive incident . ,1,0
3360,"in a summer overrun with movies dominated by cgi aliens and super heroes , it revigorates the mind to see a feature that concentrates on people , a project in which the script and characters hold sway . ",1,0
3362,a funny and touching film that is gorgeously acted by a british cast to rival gosford park's . ,1,0
3366,"beautifully crafted , engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing . ",1,0
3369,"daughter from danang reveals that efforts toward closure only open new wounds . it doesn't flinch from its unsettling prognosis , namely , that the legacy of war is a kind of perpetual pain . ",1,0
3378,"one of recent memory's most thoughtful films about art , ethics , and the cost of moral compromise . ",1,0
3379,"the film doesn't sustain its initial promise with a jarring , new-agey tone creeping into the second half",1,0
3392,a great cast and a wonderful but sometimes confusing flashback movie about growing up in a dysfunctional family . ,1,0
3412,a live-wire film that never loses its ability to shock and amaze . ,1,0
3417,"the hours , a delicately crafted film , is an impressive achievement in spite of a river of sadness that pours into every frame . ",1,0
3418,fudges fact and fancy with such confidence that we feel as if we're seeing something purer than the real thing . ,1,0
3425,"it's got some pretentious eye-rolling moments and it didn't entirely grab me , but there's stuff here to like . ",1,0
3426,birthday girl walks a tricky tightrope between being wickedly funny and just plain wicked . ,1,0
3428,"the enjoyable undercover brother , a zany mix of saturday night live-style parody , '70s blaxploitation films and goofball action comedy gone wild , dishes out a ton of laughs that everyone can enjoy . ",1,0
3429,brings an irresistible blend of warmth and humor and a consistent embracing humanity in the face of life's harshness . ,1,0
3430,jackson is always watchable . ,1,0
3433,confessions is without a doubt a memorable directorial debut from king hunk . ,1,0
3436,the film is a very good viewing alternative for young women . ,1,0
3438,a dazzling dream of a documentary . ,1,0
3443,a hallmark film in an increasingly important film industry and worth the look . ,1,0
3445,"if you like blood , guts and crazy beasts stalking men with guns though . . . you will likely enjoy this monster . ",1,0
3455,"the aaa of action , xxx is a blast of adrenalin , rated eee for excitement . and vin diesel is the man . ",1,0
3471,"bursting through the constraints of its source , this is one adapted- from-television movie that actually looks as if it belongs on the big screen . ",1,0
3475,this story of a determined woman's courage to find her husband in a war zone offers winning performances and some effecting moments . ,1,0
3476,"like shrek , spirit's visual imagination reminds you of why animation is such a perfect medium for children , because of the way it allows the mind to enter and accept another world . ",1,0
3483,"although the film boils down to a lightweight story about matchmaking , the characters make italian for beginners worth the journey",1,0
3494,[westbrook] makes a wonderful subject for the camera . ,1,0
3495,a film that's flawed and brilliant in equal measure . ,1,0
3497,"ultimately too repellent to fully endear itself to american art house audiences , but it is notable for its stylistic austerity and forcefulness . ",1,0
3498,hardly a film that comes along every day . ,1,0
3501,the film's only missteps come from the script's insistence on providing deep emotional motivation for each and every one of abagnale's antics . ,1,0
3507,moonlight mile doesn't quite go the distance but the cast is impressive and they all give life to these broken characters who are trying to make their way through this tragedy . ,1,0
3508,"it is an indelible epic american story about two families , one black and one white , facing change in both their inner and outer lives . ",1,0
3511,a flawed film but an admirable one that tries to immerse us in a world of artistic abandon and political madness and very nearly succeeds . ,1,0
3512,"the filmmakers wisely decided to let crocodile hunter steve irwin do what he does best , and fashion a story around him . ",1,0
3514,we do get the distinct impression that this franchise is drawing to a close . ,1,0
3517,"an interesting psychological game of cat-and-mouse , three-dimensional characters and believable performances all add up to a satisfying crime drama . ",1,0
3521,"there is a beautiful , aching sadness to it all . paul cox needed to show it . it is up to you to decide if you need to see it . ",1,0
3523,"if you ignore the cliches and concentrate on city by the sea's interpersonal drama , it ain't half-bad . ",1,0
3530,another trumpet blast that there may be a new mexican cinema a-bornin' . ,1,0
3531,"' . . . the film's considered approach to its subject matter is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama . '",1,0
3532,"tadpole may be one of the most appealing movies ever made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother . ",1,0
3535,"it is a challenging film , if not always a narratively cohesive one . ",1,0
3544,"an unsettling , memorable cinematic experience that does its predecessors proud . ",1,0
3545,"maid in manhattan might not look so appealing on third or fourth viewing down the road . . . but as a high concept vehicle for two bright stars of the moment who can rise to fans' lofty expectations , the movie passes inspection . ",1,0
3549,"the screenwriters dig themselves in deeper every time they toss logic and science into what is essentially a "" dungeons and dragons "" fantasy with modern military weaponry . . . ",1,0
3555,"daringly perceptive , taut , piercing and feisty , biggie and tupac is undeniably subversive and involving in its bold presentation . ",1,0
3556,delivers more than its fair share of saucy hilarity . ,1,0
3557,a fairly enjoyable mixture of longest yard . . . and the 1999 guy ritchie caper lock stock and two smoking barrels . ,1,0
3558,"happily , some things are immune to the folly of changing taste and attitude . for proof of that on the cinematic front , look no further than this 20th anniversary edition of the film that spielberg calls , retrospectively , his most personal work yet . ",1,0
3560,"it's not like having a real film of nijinsky , but at least it's better than that eponymous 1980 biopic that used soap in the places where the mysteries lingered . ",1,0
3563," . . . only bond can save us from the latest eccentric , super-wealthy megalomaniac bent on world domination and destruction . ",1,0
3570, . . . the kind of entertainment that parents love to have their kids see . ,1,0
3571,"it's a fine , focused piece of work that reopens an interesting controversy and never succumbs to sensationalism . ",1,0
3573,"swimming is above all about a young woman's face , and by casting an actress whose face projects that woman's doubts and yearnings , it succeeds . ",1,0
3576,an elegant film with often surprising twists and an intermingling of naiveté and sophistication . ,1,0
3582,meant for star wars fans . it is there to give them a good time . ,1,0
3583,"from a deceptively simple premise , this deeply moving french drama develops a startling story that works both as a detailed personal portrait and as a rather frightening examination of modern times . ",1,0
3584,simply and eloquently articulates the tangled feelings of particular new yorkers deeply touched by an unprecedented tragedy . ,1,0
3587,"it's a compelling and horrifying story , and the laramie project is worthwhile for reminding us that this sort of thing does , in fact , still happen in america . ",1,0
3588,"i like it . there is a freedom to watching stunts that are this crude , this fast-paced and this insane . ",1,0
3597,"overall , cletis tout is a winning comedy that excites the imagination and tickles the funny bone . ",1,0
3598,easily one of the best and most exciting movies of the year . ,1,0
3606,"the evocative imagery and gentle , lapping rhythms of this film are infectious -- it gets under our skin and draws us in long before the plot kicks into gear . ",1,0
3611,it treats ana's journey with honesty that is tragically rare in the depiction of young women in film . ,1,0
3619,"the usual movie rah-rah , pleasantly and predictably delivered in low-key style by director michael apted and writer tom stoppard . ",1,0
3623,"like mike isn't going to make box office money that makes michael jordan jealous , but it has some cute moments , funny scenes , and hits the target audience ( young bow wow fans ) - with nothing but net . ",1,0
3630,"the first tunisian film i have ever seen , and it's also probably the most good-hearted yet sensual entertainment i'm likely to see all year . ",1,0
3631,"like any good romance , son of the bride , proves it's never too late to learn . ",1,0
3634,"a thoroughly enjoyable , heartfelt coming-of-age comedy . ",1,0
3636,leigh makes these lives count . and he allows a gawky actor like spall -- who could too easily become comic relief in any other film -- to reveal his impressively delicate range . ,1,0
3639,what bubbles up out of john c . walsh's pipe dream is the distinct and very welcome sense of watching intelligent people making a movie they might actually want to watch . ,1,0
3640,"if reno is to the left of liberal on the political spectrum , her tough , funny , rather chaotic show isn't subversive so much as it is nit-picky about the hypocrisies of our time . ",1,0
3642,ms . hutchins is talented enough and charismatic enough to make us care about zelda's ultimate fate . ,1,0
3648,vividly conveys the shadow side of the 30-year friendship between two english women . ,1,0
3653,"a strong first act and absolutely , inescapably gorgeous , skyscraper-trapeze motion of the amazing spider-man . ",1,0
3663,"a full experience , a love story and a murder mystery that expands into a meditation on the deep deceptions of innocence . ",1,0
3674,one can't deny its seriousness and quality . ,1,0
3681,"with few respites , marshall keeps the energy humming , and his edits , unlike those in moulin rouge , are crisp and purposeful without overdoing it . ",1,0
3693,"despite the film's bizarre developments , hoffman keeps us riveted with every painful nuance , unexpected flashes of dark comedy and the character's gripping humanity . ",1,0
3701,the auteur's ear for the way fears and slights are telegraphed in the most blithe exchanges gives the film its lingering tug . ,1,0
3702,bolstered by exceptional performances and a clear-eyed take on the economics of dealing and the pathology of ghetto fabulousness . ,1,0
3704,some remarkable achival film about how shanghai ( of all places ) served jews who escaped the holocaust . ,1,0
3705,"in a movie full of surprises , the biggest is that secret ballot is a comedy , both gentle and biting . ",1,0
3707,a manically generous christmas vaudeville . ,1,0
3710,"it's a smartly directed , grown-up film of ideas . ",1,0
3713,"unlike lots of hollywood fluff , this has layered , well-developed characters and some surprises . ",1,0
3716,a french film with a more down-home flavor . ,1,0
3718,"depending upon your reaction to this movie , you may never again be able to look at a red felt sharpie pen without disgust , a thrill , or the giggles . ",1,0
3723,"as janice , eileen walsh , an engaging , wide-eyed actress whose teeth are a little too big for her mouth , infuses the movie with much of its slender , glinting charm . ",1,0
3726,"the chateau belongs to rudd , whose portrait of a therapy-dependent flakeball spouting french malapropisms . . . is a nonstop hoot . ",1,0
3729,i couldn't recommend this film more . ,1,0
3735,it's an experience in understanding a unique culture that is presented with universal appeal . ,1,0
3738,"wonder , hope and magic can never escape the heart of the boy when the right movie comes along , especially if it begins with the name of star wars",1,0
3742,"angel presents events partly from the perspective of aurelie and christelle , and infuses the film with the sensibility of a particularly nightmarish fairytale . ",1,0
3749,proves that some movie formulas don't need messing with -- like the big-bug movie . ,1,0
3751,"this new movie version of the alexandre dumas classic is the stuff of high romance , brought off with considerable wit . ",1,0
3754, . . . fuses the events of her life with the imagery in her paintings so vividly that the artist's work may take on a striking new significance for anyone who sees the film . ,1,0
3758,"a timely look back at civil disobedience , anti-war movements and the power of strong voices . ",1,0
3761,"more than their unique residences , home movie is about the people who live in them , who have carved their own comfortable niche in the world and have been kind enough to share it . ",1,0
3762,the movie is ingenious fun . see it . ,1,0
3767,"mr . polanski is in his element here : alone , abandoned , but still consoled by his art , which is more than he has ever revealed before about the source of his spiritual survival . ",1,0
3769,"this isn't exactly profound cinema , but it's good-natured and sometimes quite funny . ",1,0
3770,"this is a finely written , superbly acted offbeat thriller . ",1,0
3772,os problemas têm início a partir do momento em que saímos do cinema e começamos a pensar sobre o que acabamos de ver . É então que sinais realmente desaponta . ,1,0
3773,a tasty appetizer that leaves you wanting more . ,1,0
3775,"the film reminds me of a vastly improved germanic version of my big fat greek wedding -- with better characters , some genuine quirkiness and at least a measure of style . the difference is that i truly enjoyed most of mostly martha while i ne",1,0
3778,"the screenplay never lets us forget that bourne was once an amoral assassin just like the ones who are pursuing him . . . there is never really a true "" us "" versus "" them "" . ",1,0
3781,a lovely film for the holiday season . ,1,0
3782,"it remains to be seen whether statham can move beyond the crime-land action genre , but then again , who says he has to ? ",1,0
3785,"at once subtle and visceral , the film never succumbs to the trap of the maudlin or tearful , offering instead with its unflinching gaze a measure of faith in the future . ",1,0
3790,"a completely spooky piece of business that gets under your skin and , some plot blips aside , stays there for the duration . ",1,0
3791,superbly photographed and staged by mendes with a series of riveting set pieces the likes of which mainstream audiences have rarely seen . ,1,0
3796,"like edward norton in american history x , ryan gosling ( murder by numbers ) delivers a magnetic performance . ",1,0
3797,"this is a very funny , heartwarming film . it has fun with the quirks of family life , but it also treats the subject with fondness and respect . ",1,0
3803,"a burst of color , music , and dance that only the most practiced curmudgeon could fail to crack a smile at . ",1,0
3804,"an energetic , violent movie with a momentum that never lets up . ",1,0
3821,succeeds where its recent predecessor miserably fails because it demands that you suffer the dreadfulness of war from both sides . ,1,0
3823,"this odd , poetic road movie , spiked by jolts of pop music , pretty much takes place in morton's ever-watchful gaze -- and it's a tribute to the actress , and to her inventive director , that the journey is such a mesmerizing one . ",1,0
3838,it grabs you in the dark and shakes you vigorously for its duration . ,1,0
3841,uneven but a lot of fun . ,1,0
3842,i know that i'll never listen to marvin gaye or the supremes the same way again,1,0
3847,this real-life hollywood fairy-tale is more engaging than the usual fantasies hollywood produces . ,1,0
3851,"crammed with incident , and bristles with passion and energy . ",1,0
3853,"a simple tale of an unlikely friendship , but thanks to the gorgeous locales and exceptional lead performances , it has considerable charm . ",1,0
3855,"there's very little sense to what's going on here , but the makers serve up the cliches with considerable dash . ",1,0
3861,works because reno doesn't become smug or sanctimonious towards the audience . ,1,0
3863,a pure participatory event that malnourished intellectuals will gulp down in a frenzy . ,1,0
3867,"it lets you brush up against the humanity of a psycho , without making him any less psycho . ",1,0
3879,sparse but oddly compelling . ,1,0
3885,"with so many bad romances out there , this is the kind of movie that deserves a chance to shine . ",1,0
3892,"godard has never made a more sheerly beautiful film than this unexpectedly moving meditation on love , history , memory , resistance and artistic transcendence . ",1,0
3894,"unlike most surf movies , blue crush thrillingly uses modern technology to take the viewer inside the wave . by the end you can't help but feel 'stoked . '",1,0
3900,"even if you're an agnostic carnivore , you can enjoy much of jonah simply , and gratefully , as laugh-out-loud lunacy with a pronounced monty pythonesque flavor . ",1,0
3904,there's a lot to recommend read my lips . ,1,0
3910,a refreshing change from the usual whoopee-cushion effort aimed at the youth market . ,1,0
3912, . . . an enjoyably frothy 'date movie' . . . ,1,0
3913,"the genius of the work speaks volumes , offering up a hallucinatory dreamscape that frustrates and captivates . ",1,0
3915,"the movie's seams may show . . . but pellington gives "" mothman "" an irresistibly uncanny ambience that goes a long way toward keeping the picture compelling . ",1,0
3922,a good documentary can make interesting a subject you thought would leave you cold . a case in point : doug pray's scratch . ,1,0
3923,abderrahmane sissako's heremakono ( waiting for happiness ) is an elegiac portrait of a transit city on the west african coast struggling against foreign influences . ,1,0
3925,an engrossing and grim portrait of hookers : what they think of themselves and their clients . ,1,0
3937,"even though many of these guys are less than adorable ( their lamentations are pretty much self-centered ) , there's something vital about the movie . ",1,0
3939,"it is a strength of a documentary to disregard available bias , especially as temptingly easy as it would have been with this premise . ",1,0
3943,piccoli gives a superb performance full of deep feeling . ,1,0
3952,it's a solid movie about people whose lives are anything but . ,1,0
3954,i simply can't recommend it enough . ,1,0
3958,"wow , so who knew charles dickens could be so light-hearted ? ",1,0
